Player,Season,Team,Position,GP,TOI,G,A,P,P1,P/60,P1/60,GS,GS/60,CF,CA,C+/-,CF%,Rel CF%,GF,GA,G+/-,GF%,Rel GF%,xGF,xGA,xG+/-,xGF%,Rel xGF%,iPENT,iPEND,iP+/-,iCF,iCF/60,ixGF,ixGF/60,iSh%,PDO,ZSR,TOI%,TOI% QoT,CF% QoT,TOI% QoC,CF% QoC
ALEX.OVECHKIN,2009-2010,WSH,L,72,1125.45,32,33,65,56,3.47,2.99,89.54,4.77,1330,967,363,57.9,7.67,79,34,45,69.91,12.92,51.23,40.64,10.59,55.76,7.37,22,21,-1,523,27.88,17.63,0.94,13.01,105.18,55.93,33.81,31.39,50.5,29.88,49.65
ALEX.OVECHKIN,2010-2011,WSH,L,78,1231.42,17,30,47,38,2.29,1.85,64.13,3.12,1324,1132,192,53.91,4.11,56,41,15,57.73,8.94,54.76,42.7,12.06,56.19,6.81,17,28,11,478,23.29,17.6,0.86,7.39,101.01,50.93,33.53,31.27,49.3,29.76,49.79
ALEX.OVECHKIN,2011-2012,WSH,L,78,1193.79,19,15,34,27,1.71,1.36,36.11,1.81,1099,1217,-118,47.45,-2.36,48,50,-2,48.98,-2.71,42.07,46.12,-4.05,47.7,-3.55,12,21,9,423,21.26,17.3,0.87,9.22,100.91,52.25,31.84,30.03,49.19,29.45,49.61
ALEX.OVECHKIN,2012-2013,WSH,L,48,735.92,14,13,27,24,2.2,1.96,30.69,2.5,706,729,-23,49.2,0.72,37,32,5,53.62,3.16,28.86,29.27,-0.41,49.65,1.12,15,22,7,266,21.69,10.95,0.89,10.45,102.22,53.89,32.14,30.25,48.87,29.95,49.62
ALEX.OVECHKIN,2013-2014,WSH,L,78,1123.8,20,9,29,27,1.55,1.44,33.53,1.79,1110,1142,-32,49.29,2.4,33,61,-28,35.11,-16.27,39.28,48.38,-9.1,44.81,-4.42,16,20,4,452,24.13,15.52,0.83,8.97,96.31,59.37,30.22,31,47.35,29.7,49.88
ALEX.OVECHKIN,2014-2015,WSH,L,81,1215.98,20,16,36,33,1.78,1.63,53.03,2.62,1278,1106,172,53.61,3.25,53,49,4,51.96,-1.18,48.22,44.01,4.21,52.28,-0.49,23,24,1,469,23.14,18.61,0.92,9.13,99.83,58.11,31.68,30.67,50.24,29.6,49.94
ALEX.OVECHKIN,2015-2016,WSH,L,79,1184.17,27,13,40,29,2.03,1.47,57.44,2.91,1223,1078,145,53.15,3.47,59,34,25,63.44,10,48.06,38.7,9.36,55.39,4.83,19,18,-1,452,22.9,18.6,0.94,11.64,102.74,51.49,31.07,31.69,50.35,29.79,49.78
ALEX.OVECHKIN,2016-2017,WSH,L,82,1136.15,14,26,40,28,2.11,1.48,45.06,2.38,1144,1135,9,50.2,-2.35,59,43,16,57.84,-5.45,48.11,48.39,-0.28,49.85,-2.36,24,21,-3,370,19.54,16.24,0.86,7.25,102.4,57.67,29.07,30.53,53.24,29.62,49.91
ALEX.OVECHKIN,2017-2018,WSH,L,82,1223.53,27,21,48,39,2.35,1.91,54.53,2.67,1256,1232,24,50.48,3.73,66,53,13,55.46,4.72,56.08,57.16,-1.08,49.52,4.11,9,12,3,420,20.6,20.43,1,12.39,101.93,58.21,30.94,31.19,47.1,29.58,50.07
ALEX.OVECHKIN,2018-2019,WSH,L,15,222.1,6,1,7,6,1.89,1.62,5.21,1.41,194,246,-52,44.09,-5.13,11,12,-1,47.83,-3.46,9.16,13.41,-4.25,40.58,-6.58,1,2,1,71,19.18,3.27,0.88,18.18,101.83,62.91,31.01,30.92,50.7,29.66,50.32
ANZE.KOPITAR,2009-2010,L.A,C,82,1230.57,18,18,36,25,1.76,1.22,49.02,2.39,1212,1034,178,53.96,4.99,49,45,4,52.13,1.28,50.22,41.65,8.57,54.66,5.55,7,12,5,293,14.29,14.8,0.72,10.53,99.08,51.79,32.73,31.1,49.48,30.09,50.11
ANZE.KOPITAR,2010-2011,L.A,C,75,1113.8,17,33,50,39,2.69,2.1,60.62,3.27,1135,970,165,53.92,3.41,62,32,30,65.96,19.85,45.31,36.91,8.4,55.11,4.63,9,15,6,267,14.38,14.97,0.81,11.26,104.41,51.58,31.68,31,49.21,29.93,49.91
ANZE.KOPITAR,2011-2012,L.A,C,82,1189.46,14,27,41,30,2.07,1.51,62.88,3.17,1362,977,385,58.23,5.25,53,45,8,54.08,6.64,50.63,38.14,12.49,57.04,6.16,8,16,8,275,13.87,14.47,0.73,9.21,98.9,51.66,31.25,31.62,52.54,30.1,50.03
ANZE.KOPITAR,2012-2013,L.A,C,47,706.9,10,14,24,20,2.04,1.7,40.91,3.47,789,498,291,61.31,7.46,35,21,14,62.5,14.93,30.72,21.38,9.34,58.96,5.72,5,7,2,130,11.03,6.38,0.54,13.16,100.97,56.21,31.56,31.71,53.07,29.76,49.61
ANZE.KOPITAR,2013-2014,L.A,C,82,1169.19,18,20,38,30,1.95,1.54,68.28,3.5,1320,844,476,61,6.13,56,25,31,69.14,21.11,54.32,34.05,20.27,61.47,9.13,9,15,6,235,12.06,13.6,0.7,12.77,102.63,52.16,30.69,30.71,54.59,29.9,49.83
ANZE.KOPITAR,2014-2015,L.A,C,79,1083.91,10,24,34,25,1.88,1.38,52.98,2.93,1148,790,358,59.24,5.21,45,37,8,54.88,-1.14,43.28,31.95,11.33,57.53,3.62,4,13,9,179,9.91,8.79,0.49,10,98.71,52.75,28.36,31.08,54.34,29.49,49.71
ANZE.KOPITAR,2015-2016,L.A,C,81,1210.09,13,31,44,31,2.18,1.54,62.47,3.1,1274,944,330,57.44,1.49,60,36,24,62.5,13.72,51.53,39.22,12.31,56.78,2.99,7,20,13,201,9.97,12.62,0.63,12.04,102.51,52.16,31.1,31.03,56.36,29.36,49.59
ANZE.KOPITAR,2016-2017,L.A,C,76,1128.2,7,19,26,18,1.38,0.96,38.01,2.02,1143,951,192,54.58,-1.06,39,43,-4,47.56,-0.87,47.77,38.69,9.08,55.25,0.88,10,20,10,185,9.84,10.59,0.56,7.22,98.37,51.79,30.56,30.21,54.63,29.48,49.84
ANZE.KOPITAR,2017-2018,L.A,C,82,1278.64,19,26,45,35,2.11,1.64,51.33,2.41,1241,1141,100,52.1,3.03,58,45,13,56.31,5.21,47.99,49.36,-1.37,49.3,1.93,7,11,4,226,10.61,11.85,0.56,15.57,101.49,45.89,32.48,31.73,49.74,30.08,50.2
ANZE.KOPITAR,2018-2019,L.A,C,15,238.43,3,0,3,3,0.75,0.75,4.74,1.19,216,237,-21,47.68,-3.04,11,9,2,55,22.86,8.12,8.66,-0.54,48.39,-0.53,0,3,3,42,10.57,2.32,0.58,11.11,101.45,35.33,33.15,32.02,54.3,29.85,49.23
BLAKE.WHEELER,2009-2010,BOS,R,82,975.47,14,13,27,23,1.66,1.41,34.19,2.1,947,810,137,53.9,1.72,39,43,-4,47.56,-1.1,38.89,31.97,6.92,54.88,3.67,18,10,-8,219,13.47,11.33,0.7,11.86,98.93,52.28,24.95,30.17,50.92,29.17,49.81
BLAKE.WHEELER,2010-2011,BOS/ATL,R,81,1048.04,18,19,37,29,2.12,1.66,43.68,2.5,1090,1000,90,52.15,0.66,46,35,11,56.79,4.06,46.83,41.63,5.2,52.94,4.84,17,8,-9,245,14.03,12.91,0.74,11.54,101.1,53.31,27.13,30.18,49.63,29.11,50.02
BLAKE.WHEELER,2011-2012,WPG,R,80,1231.1,11,30,41,30,2,1.46,50.99,2.49,1314,1153,161,53.26,4.52,61,61,0,50,1.41,59.88,50.99,8.89,54.01,5.02,17,20,3,298,14.52,16.96,0.83,6.36,98.99,57.67,32.45,32,49.76,29.48,49.51
BLAKE.WHEELER,2012-2013,WPG,R,48,719.65,13,13,26,22,2.17,1.83,27.52,2.29,736,734,2,50.07,0.88,35,39,-4,47.3,0.24,31.55,31.43,0.12,50.1,2.25,6,9,3,180,15.01,9.25,0.77,13,99,48.53,30.56,32.28,49.3,30.1,50.09
BLAKE.WHEELER,2013-2014,WPG,R,82,1150.5,15,26,41,32,2.14,1.67,45.75,2.39,1105,1107,-2,49.95,-0.16,50,44,6,53.19,6.62,47.96,43.1,4.86,52.67,2.47,12,22,10,299,15.59,14.39,0.75,8.88,100.6,53.18,29.64,31.08,50.63,29.58,50.13
BLAKE.WHEELER,2014-2015,WPG,R,79,1060.47,15,21,36,31,2.04,1.75,49.71,2.81,1074,909,165,54.16,2.08,48,27,21,64,15.4,47.17,35.81,11.36,56.85,5.13,24,12,-12,297,16.8,15.13,0.86,8.57,102.83,51.16,29.31,31.83,50.68,29.58,50.14
BLAKE.WHEELER,2015-2016,WPG,R,82,1153.15,16,32,48,42,2.5,2.19,64.42,3.35,1228,1003,225,55.04,5.36,61,44,17,58.1,11.94,53.37,46.64,6.73,53.36,4.71,17,24,7,324,16.86,14.29,0.74,8.47,101.53,53.31,29.84,31.9,49.53,29.92,50.13
BLAKE.WHEELER,2016-2017,WPG,R,82,1188.35,15,22,37,29,1.87,1.46,51.71,2.61,1190,980,210,54.84,8.18,51,50,1,50.5,2.31,53.83,38.44,15.39,58.34,11.25,12,14,2,290,14.64,14.33,0.72,8.29,98.62,52.62,30.64,32.23,47.13,29.39,50.04
BLAKE.WHEELER,2017-2018,WPG,R,81,1184.74,14,27,41,28,2.08,1.42,43.66,2.21,1157,1149,8,50.17,-2.12,57,45,12,55.88,1.6,52.01,47.1,4.91,52.48,-0.87,21,15,-6,279,14.13,12.33,0.62,8.38,101.16,56.87,30.74,31.79,51.52,29.67,50.09
BLAKE.WHEELER,2018-2019,WPG,R,15,221.82,1,4,5,4,1.35,1.08,4.35,1.18,207,222,-15,48.25,-2.78,8,12,-4,40,-6.67,8.29,10.1,-1.81,45.08,-5.24,5,3,-2,53,14.34,2.07,0.56,3.57,97.65,57.47,31.84,33.39,54.55,30.61,49.68
BRAD.MARCHAND,2009-2010,BOS,C,20,211.95,0,1,1,1,0.28,0.28,3.21,0.91,200,181,19,52.49,-2.1,3,6,-3,33.33,-19.3,7.45,7.96,-0.51,48.35,-4.81,6,5,-1,42,11.89,1.94,0.55,0,96.98,50,21.64,29.23,52.07,28.87,49.39
BRAD.MARCHAND,2010-2011,BOS,C,77,900.08,13,17,30,23,2,1.53,35.15,2.34,919,886,33,50.91,1.05,45,29,16,60.81,1.01,35.8,37.15,-1.35,49.07,0.08,19,18,-1,199,13.27,10.21,0.68,10.08,102.64,50.21,24.43,29.23,49.66,29.31,50.26
BRAD.MARCHAND,2011-2012,BOS,C,76,1028.05,18,22,40,28,2.33,1.63,58.38,3.41,1165,811,354,58.96,7.07,56,33,23,62.92,9,45.83,29.98,15.85,60.45,8.43,20,22,2,211,12.31,11.02,0.64,14.88,101.72,52.12,28.07,30.88,53.1,29.88,49.82
BRAD.MARCHAND,2012-2013,BOS,C,45,599.44,10,15,25,20,2.5,2,36.74,3.68,706,489,217,59.08,6.02,31,14,17,68.89,18.89,29.47,21.18,8.29,58.18,6.48,11,11,0,116,11.61,6.91,0.69,14.49,103.16,50.5,27.53,31.14,51.62,29.74,49.55
BRAD.MARCHAND,2013-2014,BOS,C,82,1098.41,17,23,40,34,2.18,1.86,60.44,3.3,1185,797,388,59.79,8.17,55,28,27,66.27,7.15,46.14,32.33,13.81,58.8,5.98,29,20,-9,214,11.69,11.99,0.65,13.18,102.7,55.33,27.51,30.06,53,29.6,49.58
BRAD.MARCHAND,2014-2015,BOS,C,77,1041,14,16,30,26,1.73,1.5,44.55,2.57,1126,872,254,56.36,6.66,43,42,1,50.59,0.59,40.71,31.87,8.84,56.09,7.24,33,24,-9,260,14.99,10.99,0.63,9.52,98.01,49.47,27.62,30.13,51.03,29.71,50.04
BRAD.MARCHAND,2015-2016,BOS,C,77,1077.85,19,17,36,30,2,1.67,52.62,2.93,1169,961,208,54.88,7.76,54,37,17,59.34,11.12,44.54,36.26,8.28,55.12,8.44,25,20,-5,297,16.53,12.48,0.69,10.05,100.91,46.89,29.07,30.29,47.92,29.83,50.16
BRAD.MARCHAND,2016-2017,BOS,C,80,1096.61,20,25,45,35,2.46,1.91,65.12,3.56,1267,836,431,60.25,7.82,57,46,11,55.34,8.64,54.86,36.34,18.52,60.15,7.29,30,19,-11,283,15.48,15.29,0.84,13.16,97.86,54.62,29.09,31.23,52.06,29.66,49.93
BRAD.MARCHAND,2017-2018,BOS,C,68,932.69,18,26,44,34,2.83,2.19,54.84,3.53,996,769,227,56.43,4.01,53,33,20,61.63,11.92,41.1,37.24,3.86,52.46,-1.96,16,21,5,215,13.83,11.43,0.74,15,102.8,59.24,28.85,31.04,52.4,29.78,49.82
BRAD.MARCHAND,2018-2019,BOS,C,16,218.78,3,6,9,8,2.47,2.19,10.54,2.89,237,196,41,54.73,4.47,15,9,6,62.5,10.65,10.53,7.11,3.42,59.69,10.32,11,8,-3,48,13.16,2.35,0.64,13.04,104.77,55.14,28.74,31.32,56.65,29.97,49.17
CLAUDE.GIROUX,2009-2010,PHI,R,82,985.15,8,15,23,22,1.4,1.34,26.05,1.59,945,934,11,50.29,-0.86,34,42,-8,44.74,-6.72,43.94,38.56,5.38,53.26,1.95,7,15,8,177,10.78,11.05,0.67,8.33,97.79,49.52,26.96,30.18,50.17,28.99,49.84
CLAUDE.GIROUX,2010-2011,PHI,R,82,1089.8,13,32,45,36,2.48,1.98,52.52,2.89,1161,1018,143,53.28,5.82,56,40,16,58.33,4.88,52.77,43.36,9.41,54.89,5.73,12,25,13,197,10.85,12.3,0.68,11.4,101.42,49.24,28.86,30.47,47.61,29.44,50.11
CLAUDE.GIROUX,2011-2012,PHI,R,77,1085.38,18,29,47,35,2.6,1.93,55.1,3.05,1128,1019,109,52.54,2.05,60,43,17,58.25,6.38,54.87,47.06,7.81,53.83,1.19,9,21,12,279,15.42,14.72,0.81,11.69,101.66,48.22,31.07,30.85,49.55,30.13,49.92
CLAUDE.GIROUX,2012-2013,PHI,R,48,697.15,6,17,23,20,1.98,1.72,25.39,2.19,700,682,18,50.65,4.63,31,35,-4,46.97,1.92,27.08,27.13,-0.05,49.95,2.85,5,13,8,166,14.29,6.03,0.52,7.06,98.69,47.66,31.66,30.34,47.66,30.26,50.3
CLAUDE.GIROUX,2013-2014,PHI,R,82,1181.05,16,25,41,30,2.08,1.52,51.2,2.6,1247,1096,151,53.22,4.88,57,46,11,55.34,9.79,46.65,45.52,1.13,50.61,1.53,14,23,9,264,13.41,10.54,0.54,11.68,101.22,54.39,31.55,30.33,48.87,29.67,50.01
CLAUDE.GIROUX,2014-2015,PHI,R,81,1221.27,11,18,29,22,1.42,1.08,44.36,2.18,1246,1109,137,52.91,5.43,44,41,3,51.76,2.61,46.02,45.98,0.04,50.02,4.46,12,13,1,334,16.41,12.94,0.64,5.85,99.74,52.21,31.49,30.31,48.29,29.47,50.16
CLAUDE.GIROUX,2015-2016,PHI,R,78,1082.65,13,18,31,22,1.72,1.22,41.61,2.31,1126,1027,99,52.3,3,40,39,1,50.63,0.02,40.75,45.55,-4.8,47.22,-1.73,14,26,12,247,13.69,9.11,0.5,9.09,100.03,51.45,29.67,30.55,50.54,29.67,49.92
CLAUDE.GIROUX,2016-2017,PHI,R,82,1151.35,6,12,18,11,0.94,0.57,26.15,1.36,1155,1068,87,51.96,1.24,34,47,-13,41.98,-4.76,41.57,45.61,-4.04,47.68,-2.38,16,21,5,198,10.32,7.78,0.41,5.31,97.3,56.39,29.44,30.28,50.89,29.33,49.94
CLAUDE.GIROUX,2017-2018,PHI,R,82,1208.35,21,34,55,37,2.73,1.84,60.12,2.99,1188,1057,131,52.92,4.51,75,44,31,63.03,17.72,53.47,43.13,10.34,55.35,7.11,9,17,8,223,11.07,10.04,0.5,17.65,103.62,44.51,30.47,31.47,46.63,29.7,50.11
CLAUDE.GIROUX,2018-2019,PHI,R,17,243.82,6,6,12,9,2.95,2.21,13.53,3.33,273,237,36,53.53,6.9,15,11,4,57.69,7.69,10.54,12.8,-2.26,45.16,-5.61,4,3,-1,67,16.49,2.93,0.72,15,101.54,50,31.26,31.88,44.87,30.41,51.05
CONNOR.MCDAVID,2015-2016,EDM,C,45,625.1,12,16,28,21,2.69,2.02,27.12,2.6,620,589,31,51.28,4.24,35,34,1,50.72,10.32,33.72,26.18,7.54,56.29,10.42,6,14,8,107,10.27,9.04,0.87,16.22,99.45,50.13,29.91,29.64,48.61,29.45,49.85
CONNOR.MCDAVID,2016-2017,EDM,C,82,1309.93,21,42,63,50,2.89,2.29,74,3.39,1324,1177,147,52.94,4.62,77,47,30,62.1,13.21,68.3,52.46,15.84,56.56,8.82,9,40,31,300,13.74,21.9,1,11.05,103.1,55.28,32.79,30.78,49.06,29.74,50.06
CONNOR.MCDAVID,2017-2018,EDM,C,82,1330.51,30,41,71,51,3.2,2.3,76.96,3.47,1474,1334,140,52.49,2.89,80,60,20,57.14,16.03,76.29,62.72,13.57,54.88,6.55,6,27,21,323,14.57,24.77,1.12,14.71,101.71,54.4,33.05,30.47,49.17,29.82,50.15
CONNOR.MCDAVID,2018-2019,EDM,C,16,260.02,3,7,10,6,2.31,1.38,11.54,2.66,269,244,25,52.44,3.99,12,8,4,60,22.5,12.97,10.08,2.89,56.27,7.15,0,4,4,48,11.08,3.09,0.71,9.38,101.39,53.7,34.63,32.73,48.48,30.6,50.61
DANIEL.ALFREDSSON,2009-2010,OTT,R,70,912.89,12,18,30,21,1.97,1.38,27.55,1.81,798,830,-32,49.02,-3.88,39,38,1,50.65,4.62,34.08,34.77,-0.69,49.5,-4.87,4,5,1,181,11.9,9.27,0.61,12,100.75,55.42,28.25,30.76,51.14,30.13,50.19
DANIEL.ALFREDSSON,2010-2011,OTT,R,54,720.2,6,10,16,13,1.33,1.08,12.33,1.03,601,657,-56,47.77,-4.15,24,39,-15,38.1,-1.9,23.27,28.65,-5.38,44.82,-6.54,3,8,5,123,10.25,5.28,0.44,9.23,96.49,52.69,28.12,31.07,49.19,30.02,50.03
DANIEL.ALFREDSSON,2011-2012,OTT,R,75,1039.37,13,20,33,28,1.91,1.62,46.65,2.69,1085,863,222,55.7,5,45,34,11,56.96,7.92,40.1,39.18,0.92,50.58,3.01,6,8,2,224,12.93,10.57,0.61,10.48,101.18,57.42,29.59,31.01,51.96,29.33,49.73
DANIEL.ALFREDSSON,2012-2013,OTT,R,47,639.07,5,4,9,8,0.84,0.75,16.69,1.57,692,577,115,54.53,1.58,21,24,-3,46.67,-4.85,25.38,21.41,3.97,54.24,1.49,10,8,-2,120,11.27,5.14,0.48,8.47,98.77,55.04,29.08,30.61,52.47,29.92,49.48
DANIEL.ALFREDSSON,2013-2014,DET,R,68,861.61,11,16,27,19,1.88,1.32,28.98,2.02,725,688,37,51.31,-0.42,32,29,3,52.46,2.19,28.46,27.59,0.87,50.78,1.85,4,7,3,159,11.07,8.05,0.56,11.96,100.66,56.43,26.84,30.22,51,29.38,49.42
DANY.HEATLEY,2009-2010,S.J,L,81,1217.87,18,28,46,37,2.27,1.82,49.84,2.46,1225,1188,37,50.77,-0.49,66,47,19,58.41,4.86,56.64,50.18,6.46,53.02,1.33,21,12,-9,338,16.65,17.51,0.86,10.11,102.98,49.92,32.96,31.82,52.2,30.31,50.15
DANY.HEATLEY,2010-2011,S.J,L,80,1175.93,13,18,31,24,1.58,1.22,38.46,1.96,1161,1079,82,51.83,-2.49,56,41,15,57.73,5.75,50.68,41.71,8.97,54.85,-1.59,17,11,-6,270,13.78,14.44,0.74,9.15,102.26,50.92,30.88,31.04,54.14,29.91,49.62
DANY.HEATLEY,2011-2012,MIN,L,82,1299.63,12,15,27,21,1.25,0.97,24.66,1.14,1136,1279,-143,47.04,4.22,42,42,0,50,12.05,47.26,47.7,-0.44,49.77,4.52,8,8,0,272,12.56,13.88,0.64,8.11,100.66,49.01,33.62,31.18,42,29.99,50.37
DANY.HEATLEY,2012-2013,MIN,L,36,506.25,7,5,12,11,1.42,1.3,9.04,1.07,425,477,-52,47.12,-1.37,18,29,-11,38.3,-18.66,16.95,19.15,-2.2,46.95,-6.43,1,3,2,86,10.19,4.75,0.56,14.89,96.82,46.98,30.83,31.08,49.8,29.53,49.75
DANY.HEATLEY,2013-2014,MIN,L,76,906.66,8,10,18,15,1.19,0.99,9.55,0.63,686,856,-170,44.49,-5.62,26,37,-11,41.27,-14.68,25.73,32.63,-6.9,44.09,-8.3,8,9,1,137,9.07,6.86,0.45,10.81,98.74,53.97,24.99,29.67,49.7,28.41,49.76
DANY.HEATLEY,2014-2015,ANA,L,6,63.84,0,0,0,0,0,0,-0.57,-0.54,48,64,-16,42.86,-8.81,1,4,-3,20,-17.5,1.74,2.57,-0.83,40.37,-13.75,0,0,0,12,11.28,1.2,1.13,0,93.89,59.46,21.81,29.16,50.52,28.11,50.73
EVGENI.MALKIN,2009-2010,PIT,C,66,949.02,11,26,37,27,2.34,1.71,35.22,2.23,958,921,37,50.98,-1.75,47,55,-8,46.08,-11.95,42.74,38.82,3.92,52.4,-1.7,40,33,-7,244,15.43,11.98,0.76,7.91,97.42,57.09,32.12,29.64,52.31,29.41,49.48
EVGENI.MALKIN,2010-2011,PIT,C,43,567.71,7,13,20,13,2.11,1.37,29.82,3.15,626,479,147,56.65,6.67,27,28,-1,49.09,-6.58,27.99,18.72,9.27,59.92,11.4,6,19,13,173,18.28,10.43,1.1,7.22,97.1,53.96,29.58,30.33,52.03,29.36,49.55
EVGENI.MALKIN,2011-2012,PIT,C,75,1145.75,31,35,66,59,3.46,3.09,83.36,4.37,1263,970,293,56.56,3.4,74,48,26,60.66,10.9,55.77,43.12,12.65,56.4,2.65,23,38,15,314,16.44,18.25,0.96,15.66,100.97,64.87,32.19,31.01,53.2,29.72,49.68
EVGENI.MALKIN,2012-2013,PIT,C,31,445.25,4,9,13,9,1.75,1.21,21.54,2.9,481,370,111,56.52,8.86,21,12,9,63.64,8.34,23.23,14.94,8.29,60.86,9.07,9,14,5,116,15.63,6.94,0.94,6.06,101.37,63.67,30.47,29.95,48.74,29.86,49.81
EVGENI.MALKIN,2013-2014,PIT,C,60,863.84,15,21,36,31,2.5,2.15,40.32,2.8,853,764,89,52.75,5.44,48,35,13,57.83,8.58,34.05,30.44,3.61,52.8,2.47,19,26,7,162,11.25,10.52,0.73,15.79,101.67,59.45,30.28,30.05,49.85,29.55,49.77
EVGENI.MALKIN,2014-2015,PIT,C,69,978.26,17,21,38,28,2.33,1.72,45.56,2.79,1033,846,187,54.98,3.6,48,39,9,55.17,-1.58,41.25,37.01,4.24,52.71,0.48,23,20,-3,233,14.29,12.51,0.77,13.28,101.1,56.54,30.21,30.37,52.06,29.16,49.72
EVGENI.MALKIN,2015-2016,PIT,C,57,807.5,13,12,25,22,1.86,1.63,29.79,2.21,809,678,131,54.4,3.54,32,29,3,52.46,-1.64,35.53,28.06,7.47,55.87,2.66,21,13,-8,160,11.89,9.04,0.67,15.48,99.86,65.36,29.91,30.27,52.04,29.32,49.81
EVGENI.MALKIN,2016-2017,PIT,C,62,871.67,20,21,41,37,2.82,2.55,43.04,2.96,884,803,81,52.4,1.75,52,32,20,61.9,10.16,39.87,33.48,6.39,54.36,0.22,30,18,-12,179,12.32,11.11,0.76,17.39,103.13,70.36,29.38,29.92,48.73,29.15,50.19
EVGENI.MALKIN,2017-2018,PIT,C,78,1100.67,20,24,44,39,2.4,2.13,47.6,2.59,1146,1028,118,52.71,0.56,56,52,4,51.85,4.66,51.64,46.89,4.75,52.41,-0.34,29,24,-5,223,12.16,15.79,0.86,13.89,99.38,65.25,29.56,30.37,51.48,29.26,49.66
EVGENI.MALKIN,2018-2019,PIT,C,15,206.78,4,9,13,9,3.77,2.61,11.37,3.3,225,208,17,51.96,3.65,13,11,2,54.17,0.98,10.56,9.23,1.33,53.36,4.06,7,4,-3,43,12.48,3.29,0.95,18.18,101.87,57.64,28.9,30.16,45.18,29.34,49.71
EVGENY.KUZNETSOV,2013-2014,WSH,C,17,202.45,2,4,6,4,1.78,1.19,2.5,0.74,141,192,-51,42.34,-3.15,7,10,-3,41.18,-5.16,5.29,8.41,-3.12,38.61,-9.45,0,2,2,29,8.59,1.25,0.37,12.5,101.68,45.69,24.29,29,47.5,28.47,51.32
EVGENY.KUZNETSOV,2014-2015,WSH,C,80,904.23,4,15,19,14,1.26,0.93,19.66,1.3,768,797,-29,49.07,-3.25,35,26,9,57.38,7.14,28.19,31.03,-2.84,47.6,-6.12,8,8,0,174,11.55,8.07,0.54,4.35,103,55.6,23.86,29.12,51.62,28.4,49.68
EVGENY.KUZNETSOV,2015-2016,WSH,C,82,1159.75,11,38,49,39,2.54,2.02,53.55,2.77,1137,1032,105,52.42,2.05,64,46,18,58.18,3.74,49.15,42.51,6.64,53.62,2.76,10,15,5,223,11.54,10.52,0.54,7.75,101.36,56.33,29.44,30.4,50.94,29.15,49.79
EVGENY.KUZNETSOV,2016-2017,WSH,C,82,1144.19,15,25,40,30,2.1,1.57,44.1,2.31,1076,996,80,51.93,0.2,59,37,22,61.46,0.12,44.53,42.94,1.59,50.91,-0.74,17,17,0,249,13.06,12.8,0.67,11.28,103.38,58.95,29.28,30.2,53.15,28.99,49.77
EVGENY.KUZNETSOV,2017-2018,WSH,C,79,1133.93,16,28,44,37,2.33,1.96,36.39,1.93,1052,1151,-99,47.75,-0.54,58,48,10,54.72,3.25,46.11,51.92,-5.81,47.04,0.07,18,15,-3,213,11.27,11.46,0.61,12.5,102.24,56.19,29.73,30.22,48.74,29.2,49.93
EVGENY.KUZNETSOV,2018-2019,WSH,C,15,219.15,0,8,8,5,2.19,1.37,2.44,0.67,178,244,-66,42.18,-7.77,11,13,-2,45.83,-6.8,8.73,13.78,-5.05,38.78,-9.39,6,4,-2,35,9.58,1.88,0.51,0,102.07,62.24,30.59,30.93,53.47,29.64,50.49
